Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name,Host_Age,host_body_product,host_body_temp,Host_Diet,host_family_relationship,host_growth_cond,host_last_meal,host_life_stage,host_sex,host_taxid,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,perturbation,Platform,ReleaseDate,samp_store_temp,sample_acc,Sample Name,SRA Study,BIOME,collectiondate,env_package,feature,host_common_name,investigation_type,label,material,project_name,samp_mat_process,samp_size,samp_store_dur,specific_host,sub_species,chem_administration,collection_date,env_biome,env_feature,env_material,host
SRR1174545,AMPLICON,556,PRJNA237795,SAMN02645022,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474734,Ames Iowa,44 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_4_feces,SINGLE,PCR,METAGENOMIC,16,35,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560596,187_4.sff,SRP038757,swine intestinal tract,6/8/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174547,AMPLICON,562,PRJNA237795,SAMN02645024,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474736,Ames Iowa,47 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_7_feces,SINGLE,PCR,METAGENOMIC,4,9,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560598,187_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174541,AMPLICON,566,PRJNA237795,SAMN02645018,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474730,Ames Iowa,54 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_14_feces,SINGLE,PCR,METAGENOMIC,11,26,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560592,187_14.sff,SRP038757,swine intestinal tract,6/18/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174543,AMPLICON,551,PRJNA237795,SAMN02645020,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474732,Ames Iowa,61 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_21_feces,SINGLE,PCR,METAGENOMIC,10,22,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560595,187_21.sff,SRP038757,swine intestinal tract,6/25/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174548,AMPLICON,554,PRJNA237795,SAMN02645025,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474737,Ames Iowa,63 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_WD2_feces,SINGLE,PCR,METAGENOMIC,11,25,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560600,187_WD2.sff,SRP038757,swine intestinal tract,6/27/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174550,AMPLICON,619,PRJNA237795,SAMN02645027,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474739,Ames Iowa,65 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_WD4_feces,SINGLE,PCR,METAGENOMIC,0,0,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560603,187_WD4.sff,SRP038757,swine intestinal tract,6/29/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174549,AMPLICON,551,PRJNA237795,SAMN02645026,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474738,Ames Iowa,82 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_wd21_feces,SINGLE,PCR,METAGENOMIC,10,24,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560601,187_wd21.sff,SRP038757,swine intestinal tract,7/16/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174551,AMPLICON,556,PRJNA237795,SAMN02645028,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474740,Ames Iowa,103 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_wd42_feces,SINGLE,PCR,METAGENOMIC,10,23,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560602,187_wd42.sff,SRP038757,swine intestinal tract,8/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR1174558,AMPLICON,556,PRJNA237795,SAMN02645035,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474747,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_5_feces,SINGLE,PCR,METAGENOMIC,9,21,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560611,188_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174552,AMPLICON,543,PRJNA237795,SAMN02645029,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474741,Ames Iowa,41 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_1_feces,SINGLE,PCR,METAGENOMIC,10,24,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560604,188_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174554,AMPLICON,572,PRJNA237795,SAMN02645031,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474743,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_2_feces,SINGLE,PCR,METAGENOMIC,13,29,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560606,188_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174556,AMPLICON,550,PRJNA237795,SAMN02645033,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474745,Ames Iowa,43 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_3_feces,SINGLE,PCR,METAGENOMIC,8,19,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560608,188_3.sff,SRP038757,swine intestinal tract,6/7/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174557,AMPLICON,548,PRJNA237795,SAMN02645034,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474746,Ames Iowa,44 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_4_feces,SINGLE,PCR,METAGENOMIC,5,12,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560609,188_4.sff,SRP038757,swine intestinal tract,6/8/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174559,AMPLICON,557,PRJNA237795,SAMN02645036,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474748,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_7_feces,SINGLE,PCR,METAGENOMIC,5,11,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560610,188_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174553,AMPLICON,555,PRJNA237795,SAMN02645030,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474742,Ames Iowa,54 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_14_feces,SINGLE,PCR,METAGENOMIC,6,14,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560605,188_14.sff,SRP038757,swine intestinal tract,6/18/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174555,AMPLICON,552,PRJNA237795,SAMN02645032,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474744,Ames Iowa,61 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_21_feces,SINGLE,PCR,METAGENOMIC,9,20,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560607,188_21.sff,SRP038757,swine intestinal tract,6/25/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174560,AMPLICON,556,PRJNA237795,SAMN02645037,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474749,Ames Iowa,63 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_WD2_feces,SINGLE,PCR,METAGENOMIC,7,16,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560612,188_WD2.sff,SRP038757,swine intestinal tract,6/27/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174562,AMPLICON,550,PRJNA237795,SAMN02645039,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474751,Ames Iowa,65 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_WD4_feces,SINGLE,PCR,METAGENOMIC,12,28,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560614,188_WD4.sff,SRP038757,swine intestinal tract,6/29/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174561,AMPLICON,546,PRJNA237795,SAMN02645038,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474750,Ames Iowa,82 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_wd21_feces,SINGLE,PCR,METAGENOMIC,7,16,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560613,188_wd21.sff,SRP038757,swine intestinal tract,7/16/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174563,AMPLICON,558,PRJNA237795,SAMN02645040,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474752,Ames Iowa,103 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_wd42_feces,SINGLE,PCR,METAGENOMIC,9,21,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560615,188_wd42.sff,SRP038757,swine intestinal tract,8/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
SRR1174570,AMPLICON,550,PRJNA237795,SAMN02645047,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474759,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_5_feces,SINGLE,PCR,METAGENOMIC,15,35,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560622,189_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174564,AMPLICON,544,PRJNA237795,SAMN02645041,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474753,Ames Iowa,41 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_1_feces,SINGLE,PCR,METAGENOMIC,14,32,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560616,189_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174566,AMPLICON,559,PRJNA237795,SAMN02645043,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474755,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_2_feces,SINGLE,PCR,METAGENOMIC,16,36,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560618,189_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174568,AMPLICON,555,PRJNA237795,SAMN02645045,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474757,Ames Iowa,43 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_3_feces,SINGLE,PCR,METAGENOMIC,12,27,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560620,189_3.sff,SRP038757,swine intestinal tract,6/7/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174569,AMPLICON,550,PRJNA237795,SAMN02645046,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474758,Ames Iowa,44 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_4_feces,SINGLE,PCR,METAGENOMIC,8,18,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560621,189_4.sff,SRP038757,swine intestinal tract,6/8/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174571,AMPLICON,562,PRJNA237795,SAMN02645048,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474760,Ames Iowa,47 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_7_feces,SINGLE,PCR,METAGENOMIC,16,35,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560623,189_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174565,AMPLICON,561,PRJNA237795,SAMN02645042,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474754,Ames Iowa,54 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_14_feces,SINGLE,PCR,METAGENOMIC,13,29,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560617,189_14.sff,SRP038757,swine intestinal tract,6/18/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174567,AMPLICON,568,PRJNA237795,SAMN02645044,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474756,Ames Iowa,61 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_21_feces,SINGLE,PCR,METAGENOMIC,12,28,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560619,189_21.sff,SRP038757,swine intestinal tract,6/25/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174572,AMPLICON,552,PRJNA237795,SAMN02645049,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474761,Ames Iowa,63 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_WD2_feces,SINGLE,PCR,METAGENOMIC,15,33,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560624,189_WD2.sff,SRP038757,swine intestinal tract,6/27/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174574,AMPLICON,553,PRJNA237795,SAMN02645051,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474763,Ames Iowa,65 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_WD4_feces,SINGLE,PCR,METAGENOMIC,6,14,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560626,189_WD4.sff,SRP038757,swine intestinal tract,6/29/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174573,AMPLICON,549,PRJNA237795,SAMN02645050,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474762,Ames Iowa,82 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_wd21_feces,SINGLE,PCR,METAGENOMIC,7,17,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560625,189_wd21.sff,SRP038757,swine intestinal tract,7/16/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174575,AMPLICON,559,PRJNA237795,SAMN02645052,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474764,Ames Iowa,103 days,feces,39,"Pork Finisher diet (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,189_wd42_feces,SINGLE,PCR,METAGENOMIC,10,23,gut metagenome,medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560627,189_wd42.sff,SRP038757,swine intestinal tract,8/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,189,,,,,,,
SRR1174582,AMPLICON,548,PRJNA237795,SAMN02645059,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474771,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,190_5_feces,SINGLE,PCR,METAGENOMIC,14,32,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560634,190_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,190,,,,,,,
SRR1174576,AMPLICON,539,PRJNA237795,SAMN02645053,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474765,Ames Iowa,41 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,190_1_feces,SINGLE,PCR,METAGENOMIC,9,21,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560628,190_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,190,,,,,,,
SRR1174578,AMPLICON,566,PRJNA237795,SAMN02645055,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474767,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,190_2_feces,SINGLE,PCR,METAGENOMIC,11,25,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560630,190_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,190,,,,,,,
SRR1174580,AMPLICON,546,PRJNA237795,SAMN02645057,USDA-ARS,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX474769,Ames Iowa,43 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,190_3_feces,SINGLE,PCR,METAGENOMIC,8,20,gut metagenome,non-medicated,LS454,2014-02-26T00:00:00Z,-20 degrees Celsius,SRS560632,190_3.sff,SRP038757,swine intestinal tract,6/7/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,190,,,,,,,
